,CodeVehicule_id,puissanceFiscal,typeImmatriculation,energie,dateInsertion,codeMarque,numImmatriculation
1102922,1208795,8,RS,GASOIL,2018-02-13,376,RS147642
1102923,1212357,5,TU,ESSENCE,2018-02-13,105,4446TU170
1102924,1212796,4,TU,ESSENCE,2018-02-13,347,9694TU178
1102925,1534285,14,TRAC,GASOIL,2018-07-31,646,TRAC127801
1102926,1534423,6,TU,GASOIL,2018-08-29,30,3135TU88
1102927,1534463,10,TU,GASOIL,2018-07-31,347,4125TU150
1102928,1537764,5,TU,ESSENCE,2018-07-31,206,6496TU182
1102929,1538195,5,TU,ESSENCE,2018-07-31,30,8461TU180
1102930,1538729,4,TU,ESSENCE,2018-10-07,107,6602TU181
1102931,1541064,5,TU,ESSENCE,2018-10-02,646,3238TU207
1102932,1541065,5,TU,ESSENCE,2018-10-07,646,3773TU207
1102933,1541155,6,TU,ESSENCE,2018-09-27,178,2226TU207
1102934,1541203,4,TU,ESSENCE,2018-10-09,238,4440TU207
1102935,1541214,4,TU,ESSENCE,2018-10-31,107,7657TU207
1102936,1541224,5,TU,ESSENCE,2018-09-25,503,2042TU207
1102937,1541229,5,TU,GASOIL,2018-09-24,107,1473TU207
1102938,1541240,8,TU,ESSENCE,2018-09-27,198,2182TU207
1102939,1541241,5,TU,GASOIL,2018-10-02,107,3209TU207
1102940,1541247,6,TU,ESSENCE,2018-10-02,1164,3374TU207
1102941,1541255,5,TU,ESSENCE,2018-09-27,30,2211TU207
1102942,1541334,7,TU,ESSENCE,2018-10-16,30,5385TU207
1102943,1541340,6,TU,ESSENCE,2018-10-12,107,5338TU207
1102944,1541347,6,TU,ESSENCE,2018-10-17,119,5745TU207
1102945,1541361,5,TU,ESSENCE,2018-10-18,238,5843TU207
1102946,1309237,4,TU,ESSENCE,2018-02-13,12,6362TU173
1102947,1310747,4,TU,ESSENCE,2018-02-13,30,203TU114
1102948,1310782,5,TU,ESSENCE,2018-02-13,30,7242TU144
1102949,1312498,6,TU,GASOIL,2018-07-31,103,3968TU205
1102950,1312914,5,TU,ESSENCE,2018-02-13,30,9557TU156
1102951,1313306,5,TU,ESSENCE,2018-02-13,107,4493TU136
1102952,1320332,5,TU,GASOIL,2018-02-13,107,2555TU193
1102953,1322393,7,TU,ESSENCE,2018-02-13,338,1140TU165
1102954,1541376,8,TU,ESSENCE,2018-10-26,103,7117TU207
1102955,1541403,12,RS,GASOIL,2018-09-29,103,RS184354
1102956,1541426,4,TU,ESSENCE,2018-10-07,808,3800TU207
1102957,1541432,4,TU,ESSENCE,2018-10-09,238,4584TU207
1102958,1541433,5,TU,ESSENCE,2018-10-07,808,2607TU184
1102959,1541466,5,TU,ESSENCE,2018-10-09,29,8914TU102
1102960,1541472,5,TU,ESSENCE,2018-10-16,238,5476TU207
1102961,1541479,6,TU,GASOIL,2018-07-31,103,4741TU202
1102962,1541488,8,TU,GASOIL,2018-10-09,30,5071TU108
1102963,1541490,5,TU,ESSENCE,2018-10-03,808,3722TU207
1102964,1541516,6,TU,GASOIL,2018-10-26,198,3279TU72
1102965,1541526,8,TU,GASOIL,2018-10-16,376,5471TU207
1102966,1541552,7,TU,GASOIL,2018-10-08,646,4338TU207
1102967,1541595,6,TU,ESSENCE,2018-10-08,206,4337TU207
1102968,1541620,4,TU,ESSENCE,2018-10-17,238,5565TU207
1102969,1541621,5,TU,ESSENCE,2018-10-08,152,4227TU207
1102970,1541646,11,RS,ESSENCE,2018-09-29,177,RS184333
1102971,1541668,7,TU,ESSENCE,2018-10-09,152,4494TU207
1102972,1541684,5,TU,ESSENCE,2018-10-03,503,3450TU207
1102973,1541724,4,TU,ESSENCE,2018-09-27,178,2229TU207
1102974,1541726,4,TU,ESSENCE,2018-09-29,178,2634TU207
1102975,1541747,5,TU,ESSENCE,2018-09-29,503,2780TU207
1102976,1541757,5,TU,ESSENCE,2018-10-18,107,5830TU207
1102977,1541773,9,TU,GASOIL,2018-09-29,2831,2384TU207
1102978,1541791,7,TU,GASOIL,2018-10-17,94,5766TU207
1102979,1541880,5,TU,ESSENCE,2018-10-18,646,5879TU207
1102980,1541889,5,TU,ESSENCE,2018-09-29,338,3036TU207
1102981,1541908,4,TU,ESSENCE,2018-10-09,107,4609TU207
1102982,1541940,5,TU,ESSENCE,2018-10-12,646,5160TU207
1102983,1541970,5,TU,ESSENCE,2018-10-11,646,4643TU207
1102984,1541976,5,TU,GASOIL,2018-10-26,29,6992TU207
1102985,1541982,4,TU,ESSENCE,2018-10-23,119,6470TU207
1102986,1541985,5,TU,ESSENCE,2018-10-18,503,5982TU207
1102987,1541998,6,TU,ESSENCE,2018-10-02,206,3339TU207
1102988,1542001,5,TU,ESSENCE,2018-10-11,30,4633TU207
1102989,1542012,5,TU,GASOIL,2018-10-26,29,6561TU207
1102990,1542524,7,TU,ESSENCE,2018-09-29,96,2854TU207
1102991,1542638,5,TU,ESSENCE,2018-09-29,808,2886TU207
1102992,1542655,5,RS,ESSENCE,2018-10-02,107,RS184481
1102993,1542657,5,TU,ESSENCE,2018-09-29,29,3027TU207
1102994,1542661,11,RS,ESSENCE,2018-10-02,107,RS184442
1102995,1542663,7,TU,ESSENCE,2018-10-03,30,7329TU169
1102996,1542692,5,TU,ESSENCE,2018-09-29,503,2704TU207
1102997,1542693,5,TU,GASOIL,2018-10-03,12,6628TU202
1102998,1542729,5,TU,ESSENCE,2018-10-11,107,3341TU76
1102999,1542744,8,TU,ESSENCE,2018-09-05,808,8699TU206
1103000,1542790,4,TU,ESSENCE,2018-07-31,107,9372TU109
1103001,1542851,8,RS,GASOIL,2018-10-03,376,RS184537
1103002,1542862,7,TU,GASOIL,2018-10-09,107,4478TU206
1103003,1542863,6,TU,ESSENCE,2018-09-05,30,9582TU66
1103004,1542870,5,TU,ESSENCE,2018-10-08,808,4254TU207
1103005,1542875,7,TU,ESSENCE,2018-10-09,30,8969TU86
1103006,1542876,6,RS,GASOIL,2018-10-09,107,RS184691
1103007,1542898,8,TU,GASOIL,2018-10-03,178,3659TU207
1103008,1542902,5,TU,ESSENCE,2018-10-09,808,4467TU207
1103009,1542904,8,TU,ESSENCE,2018-10-09,96,4424TU207
1103010,1542909,8,TU,GASOIL,2018-07-31,633,7579TU69
1103011,1542919,5,TU,ESSENCE,2018-10-09,646,4461TU207
1103012,1542961,7,TU,ESSENCE,2018-10-12,747,4819TU207
1103013,1542968,5,TU,ESSENCE,2018-10-11,808,4926TU207
1103014,1543045,6,TU,GASOIL,2018-10-17,107,6788TU118
1103015,1543053,8,TU,GASOIL,2018-10-12,35,7135TU69
1103016,1543084,5,TU,ESSENCE,2018-10-11,808,4787TU207
1103017,1377828,8,TU,GASOIL,2018-02-13,376,5228TU176
1103018,1377856,7,TU,ESSENCE,2018-02-13,871,2778TU185
1103019,1378424,10,TU,GASOIL,2018-02-13,184,1743TU176
1103020,1379455,7,TU,GASOIL,2018-02-13,107,5892TU202
1103021,1379786,5,TU,GASOIL,2018-02-13,119,3549TU185
1103022,1379997,7,TU,GASOIL,2018-02-12,30,8182TU93
1103023,1384249,7,TU,ESSENCE,2018-02-13,96,6689TU177
1103024,1386474,7,RS,GASOIL,2018-02-13,103,RS171401
1103025,1387638,8,TU,GASOIL,2018-02-13,376,4812TU177
1103026,1388226,7,RS,ESSENCE,2018-02-13,808,RS163798
1103027,1388526,5,TU,ESSENCE,2018-02-13,503,3482TU201
1103028,1390014,5,TU,ESSENCE,2018-02-13,30,3062TU127
1103029,1196534,12,RS,GASOIL,2018-02-13,93,RS166761
1103030,1198593,5,RS,GASOIL,2018-02-13,29,RS168146
1103031,1200855,4,RS,ESSENCE,2018-02-13,178,RS163498
1103032,1200957,5,TU,GASOIL,2018-02-13,29,2002TU159
1103033,1202677,6,TU,GASOIL,2018-07-31,29,2969TU206
1103034,1203986,8,RS,GASOIL,2018-02-13,103,RS122140
1103035,1205125,6,TU,ESSENCE,2018-02-12,238,2468TU67
1103036,1205664,7,RS,GASOIL,2018-02-13,107,RS172049
1103037,1212057,4,TU,GASOIL,2018-02-13,29,6405TU170
1103038,1212730,11,TU,ESSENCE,2018-02-13,103,5897TU177
1103039,1534351,34,ES,GASOIL,2018-07-31,503,ES20226
1103040,1534878,5,TU,ESSENCE,2018-07-31,96,5469TU132
1103041,1535846,6,TU,GASOIL,2018-07-31,323,1653TU187
1103042,1536073,5,TU,ESSENCE,2018-07-31,30,4548TU185
1103043,1536935,5,TU,ESSENCE,2018-08-29,30,5805TU179
1103044,1541066,5,-,ESSENCE,2018-07-31,29,19-363727
1103045,1541078,5,TU,ESSENCE,2018-10-31,107,7751TU207
1103046,1541146,5,TU,ESSENCE,2018-10-17,646,5575TU207
1103047,1541147,5,TU,ESSENCE,2018-10-26,808,7115TU207
1103048,1541166,7,TU,ESSENCE,2018-10-22,107,5910TU207
1103049,1541197,4,TU,ESSENCE,2018-10-02,238,3251TU207
1103050,1541219,34,TU,GASOIL,2018-10-02,184,3163TU207
1103051,1541228,5,TU,ESSENCE,2018-09-27,29,2209TU207
1103052,1541249,6,TU,ESSENCE,2018-09-27,96,2165TU207
1103053,1541261,7,TU,ESSENCE,2018-09-27,107,2466TU207
1103054,1541279,6,TU,ESSENCE,2018-10-07,178,3796TU207
1103055,1541283,5,TU,GASOIL,2018-10-02,107,3314TU207
1103056,1541288,6,TU,ESSENCE,2018-10-11,96,4755TU207
1103057,1541299,8,TU,ESSENCE,2018-10-12,96,5126TU207
1103058,1541319,6,TU,GASOIL,2018-10-17,107,5758TU207
1103059,1541338,5,TU,ESSENCE,2018-10-18,238,6031TU207
1103060,1541365,8,TU,GASOIL,2018-10-11,119,5063TU207
1103061,1541373,4,TU,ESSENCE,2018-10-22,12,6433TU207
1103062,1541378,5,TU,ESSENCE,2018-10-26,152,7062TU207
1103063,1541431,5,TU,ESSENCE,2018-10-12,30,5283TU207
1103064,1541440,7,RS,GASOIL,2018-09-02,103,RS182834
1103065,1541457,7,TU,ESSENCE,2018-10-22,96,6359TU207
1103066,1541470,4,TU,ESSENCE,2018-10-26,30,7043TU207
1103067,1541546,5,TU,ESSENCE,2018-10-16,30,6106TU188
1103068,1541566,5,TU,ESSENCE,2018-10-26,808,6960TU207
1103069,1541601,8,TU,GASOIL,2018-10-12,376,5228TU207
1103070,1541612,6,TU,GASOIL,2018-10-17,107,2341TU207
1103071,1541614,5,TU,GASOIL,2018-07-31,107,2429TU192
1103072,1541616,9,RS,GASOIL,2018-09-27,103,RS184252
1103073,1541628,17,TU,GASOIL,2018-10-02,376,3153TU207
1103074,1541636,8,TU,GASOIL,2018-10-11,376,5031TU207
1103075,1541645,36,ES,GASOIL,2018-07-31,503,ES30042
1103076,1541680,10,RS,ESSENCE,2018-09-25,808,RS184179
1103077,1541711,5,TU,GASOIL,2018-09-29,12,2654TU207
1103078,1541719,8,TU,GASOIL,2018-10-19,376,6161TU207
1103079,1541780,4,TU,ESSENCE,2018-10-11,30,4945TU207
1103080,1541790,21,RS,GASOIL,2018-07-31,191,RS144586
1103081,1541853,5,TU,GASOIL,2018-10-02,119,3379TU207
1103082,1541874,5,TU,ESSENCE,2018-10-11,808,4886TU207
1103083,1541890,7,RS,GASOIL,2018-10-02,338,RS184422
1103084,1541923,5,TU,ESSENCE,2018-10-08,152,4255TU207
1103085,1541966,6,TU,ESSENCE,2018-10-11,206,4984TU207
1103086,1541974,5,TU,GASOIL,2018-10-26,12,7258TU207
1103087,1541981,4,TU,ESSENCE,2018-10-23,119,6469TU207
1103088,1542015,9,TU,GASOIL,2018-10-18,2831,5911TU207
1103089,1542044,7,TU,ESSENCE,2018-10-08,93,4388TU207
1103090,1542048,8,TU,ESSENCE,2018-10-12,1164,5317TU207
1103091,1542053,8,TU,GASOIL,2018-10-16,376,5470TU207
1103092,1542587,4,TU,ESSENCE,2018-09-27,1164,2195TU207
1103093,1303196,7,TU,ESSENCE,2018-02-13,29,6063TU168
1103094,1309423,11,TU,GASOIL,2018-02-27,184,2692TU103
1103095,1310989,10,TU,GASOIL,2018-02-13,96,2773TU150
1103096,1312819,6,RS,GASOIL,2018-02-13,29,RS108388
1103097,1360129,5,TU,GASOIL,2018-02-13,12,5977TU176
1103098,1361034,4,TU,ESSENCE,2018-02-13,30,8612TU104
1103099,1361414,8,TU,GASOIL,2018-02-13,184,3435TU162
1103100,1363073,5,TU,GASOIL,2018-02-13,107,6161TU169
1103101,1367622,18,ES,GASOIL,2018-02-13,425,ES26455
1103102,1367715,5,TU,ESSENCE,2018-02-13,152,6680TU176
1103103,1368303,5,TU,ESSENCE,2018-02-13,152,7110TU176
1103104,1368887,6,TU,ESSENCE,2018-02-13,96,2212TU185
1103105,1368922,7,TU,GASOIL,2018-02-13,871,8307TU169
1103106,1369383,4,TU,ESSENCE,2018-02-13,96,5329TU176
1103107,1369820,5,TU,ESSENCE,2018-02-13,30,671TU201
1103108,1370441,4,TU,ESSENCE,2018-02-13,808,2309TU188
1103109,1547992,4,TU,ESSENCE,2018-10-12,107,5205TU207
1103110,1547993,4,TU,ESSENCE,2018-10-12,12,5109TU207
1103111,1548000,7,RS,ESSENCE,2018-09-19,176,RS183923
1103112,1548086,5,TU,ESSENCE,2018-10-12,646,5355TU207
1103113,1548087,8,TU,GASOIL,2018-11-05,103,410TU74
1103114,1548089,4,TU,ESSENCE,2018-10-07,30,4187TU207
1103115,1548119,6,TU,GASOIL,2018-10-09,12,4085TU206
1103116,1548127,4,TU,ESSENCE,2018-10-12,12,2890TU61
1103117,1548164,4,TU,ESSENCE,2018-10-26,30,2444TU104
1103118,1548168,6,RS,ESSENCE,2018-10-11,177,RS184735
1103119,1548294,5,TU,ESSENCE,2018-11-06,119,2554TU75
1103120,1317146,5,TU,GASOIL,2018-02-12,105,4292TU70
1103121,1320086,14,TU,GASOIL,2018-02-12,338,9158TU87
1103122,1322607,11,TU,ESSENCE,2018-02-13,103,592TU148
1103123,1322934,7,TU,GASOIL,2018-02-13,808,3494TU185
1103124,1542635,10,TU,GASOIL,2018-09-24,347,3208TU164
1103125,1542639,8,TU,GASOIL,2018-10-02,376,3132TU207
1103126,1542662,5,TU,ESSENCE,2018-10-02,808,3234TU207
1103127,1542665,4,TU,ESSENCE,2018-09-29,96,2977TU207
1103128,1542676,8,TU,GASOIL,2018-07-31,376,7252TU199
1103129,1542684,4,TU,ESSENCE,2018-07-31,12,5496TU124
1103130,1542695,12,TU,GASOIL,2018-10-07,121,9644TU44
1103131,1542713,4,RS,GASOIL,2018-10-07,30,RS184541
1103132,1542720,7,TU,ESSENCE,2018-09-29,12,2938TU207
1103133,1542721,11,TU,GASOIL,2018-10-03,347,875TU207
1103134,1542780,10,TU,GASOIL,2018-10-07,96,231TU146
1103135,1542866,7,TU,GASOIL,2018-10-07,238,3433TU207
1103136,1542881,11,TU,ESSENCE,2018-10-09,93,4210TU207
1103137,1542900,5,TU,GASOIL,2018-10-02,12,3323TU207
1103138,1542929,10,TU,GASOIL,2018-10-11,376,6086TU84
1103139,1542966,4,TU,ESSENCE,2018-10-26,30,404TU56
1103140,1542967,7,RS,GASOIL,2018-07-31,29,RS135147
1103141,1542973,5,RS,ESSENCE,2018-09-24,30,RS184086
1103142,1543023,8,TU,GASOIL,2018-10-07,119,4093TU207
1103143,1543038,0,REM,GASOIL,2018-07-31,215,REM83294
1103144,1543130,7,TU,GASOIL,2018-08-08,93,5053TU206
1103145,1543143,5,TU,ESSENCE,2018-10-12,30,5133TU207
1103146,1543169,6,RS,GASOIL,2018-07-31,29,RS119940
1103147,1543214,7,TU,ESSENCE,2018-10-18,871,5962TU207
1103148,1543220,5,RS,GASOIL,2018-09-19,12,RS183908
1103149,1543231,18,TRAC,GASOIL,2018-07-31,265,TRAC118371
1103150,1543243,8,TU,GASOIL,2018-10-18,376,5916TU207
1103151,1543252,10,TU,GASOIL,2018-07-31,29,1215TU72
1103152,1543300,4,TU,ESSENCE,2018-10-17,107,3766TU118
1103153,1543318,5,TU,ESSENCE,2018-10-23,646,6488TU207
1103154,1543356,8,TU,GASOIL,2018-07-31,29,6251TU36
1103155,1543380,7,TU,ESSENCE,2018-10-26,871,6993TU207
1103156,1543397,8,TU,GASOIL,2018-08-10,29,8853TU34
1103157,1543448,8,TU,GASOIL,2018-10-16,376,5428TU207
1103158,1543453,5,TU,ESSENCE,2018-10-26,808,7120TU207
1103159,1543490,8,TU,GASOIL,2018-10-26,376,5570TU36
1103160,1543541,5,TU,ESSENCE,2018-10-02,30,3214TU207
1103161,1543560,4,TU,ESSENCE,2018-10-16,238,5414TU207
1103162,1543561,10,TU,GASOIL,2018-10-07,347,3987TU207
1103163,1543568,5,TU,ESSENCE,2018-10-16,30,5389TU207
1103164,1543573,4,TU,ESSENCE,2018-10-26,178,6761TU207
1103165,1543091,6,TU,GASOIL,2018-10-16,103,2662TU160
1103166,1543095,8,TU,GASOIL,2018-10-16,107,7233TU66
1103167,1543144,5,TU,GASOIL,2018-10-18,12,5851TU207
1103168,1543256,30,TU,GASOIL,2018-07-31,121,3271TU31
1103169,1543268,8,TU,GASOIL,2018-10-19,376,6189TU207
1103170,1543273,4,TU,ESSENCE,2018-10-18,206,5902TU207
1103171,1543282,6,TU,GASOIL,2018-07-31,30,5420TU78
1103172,1543341,8,TU,GASOIL,2018-10-19,376,6187TU207
1103173,1543352,10,TU,GASOIL,2018-10-22,376,5801TU85
1103174,1543396,17,TU,GASOIL,2018-08-10,178,4444TU82
1103175,1543398,6,TU,GASOIL,2018-07-31,30,2781TU71
1103176,1543401,5,TU,GASOIL,2018-10-26,12,428TU188
1103177,1543452,4,TU,ESSENCE,2018-10-26,808,6977TU207
1103178,1543459,8,RS,ESSENCE,2018-10-26,103,RS185137
1103179,1543462,7,TU,GASOIL,2018-07-31,30,1480TU111
1103180,1543474,4,TU,ESSENCE,2018-10-26,30,7021TU207
1103181,1543504,10,TU,ESSENCE,2018-07-31,103,5161TU204
1103182,1543629,5,TU,ESSENCE,2018-10-19,646,6073TU207
1103183,1543632,4,TU,ESSENCE,2018-10-29,107,7418TU207
1103184,1543648,7,TU,ESSENCE,2018-10-12,1164,5318TU207
1103185,1543658,5,TU,ESSENCE,2018-10-31,808,7696TU207
1103186,1543666,17,TU,GASOIL,2018-10-11,376,4724TU207
1103187,1543667,8,TU,GASOIL,2018-10-12,376,5248TU207
1103188,1358252,9,TU,GASOIL,2018-02-12,376,1722TU74
1103189,1358494,7,TU,ESSENCE,2018-02-13,96,2897TU165
1103190,1358872,8,TU,GASOIL,2018-02-13,107,1880TU158
1103191,1548781,6,TU,ESSENCE,2018-10-18,177,5829TU207
1103192,1548790,5,TU,ESSENCE,2018-10-12,29,5091TU207
1103193,1548839,5,TU,GASOIL,2018-07-31,105,9600TU90
1103194,1548844,4,TU,ESSENCE,2018-10-12,107,5242TU207
1103195,1548862,5,TU,ESSENCE,2018-10-09,808,4453TU207
1103196,1548880,4,TU,ESSENCE,2018-10-11,107,9776TU182
1103197,1548921,7,TU,GASOIL,2018-10-18,338,6007TU207
1103198,1548933,7,TU,ESSENCE,2018-10-26,400,6859TU207
1103199,1548934,5,TU,GASOIL,2018-10-26,107,6590TU207
1103200,1548964,5,TU,ESSENCE,2018-10-08,646,4223TU207
1103201,1548972,4,TU,ESSENCE,2018-10-19,178,6134TU207
1103202,1548980,8,RS,ESSENCE,2018-10-02,103,RS184468
1103203,1548982,5,TU,ESSENCE,2018-10-18,238,6001TU207
1103204,1548990,5,RS,ESSENCE,2018-08-29,107,RS182403
1103205,1548994,12,TU,ESSENCE,2018-10-16,107,769TU206
1103206,1549019,10,TU,ESSENCE,2018-10-26,103,6865TU207
1103207,1549057,5,TU,ESSENCE,2018-10-12,12,5267TU207
1103208,1549074,8,TU,ESSENCE,2018-09-02,808,8223TU206
1103209,1549075,5,TU,ESSENCE,2018-10-09,30,3446TU179
1103210,1549079,5,TU,ESSENCE,2018-09-29,503,2697TU207
1103211,1549102,5,TU,ESSENCE,2018-10-26,30,7018TU207
1103212,1549116,6,RS,ESSENCE,2018-10-18,30,RS184965
1103213,1549175,5,TU,GASOIL,2018-09-29,107,2965TU207
1103214,1155269,7,TU,GASOIL,2018-02-13,1913,4433TU172
1103215,1158875,4,TU,ESSENCE,2018-02-13,119,8422TU174
1103216,1161110,5,TU,ESSENCE,2018-02-13,119,4884TU141
1103217,1162276,5,TU,GASOIL,2018-02-13,107,6512TU173
1103218,1162291,6,TU,GASOIL,2018-02-12,107,4433TU103
1103219,1162302,5,TU,GASOIL,2018-02-13,12,8194TU144
1103220,1162566,10,TU,GASOIL,2018-02-13,96,6432TU136
1103221,1164254,4,TU,GASOIL,2018-02-12,107,5847TU72
1103222,1174731,8,TU,GASOIL,2018-02-13,184,5639TU130
1103223,1451622,0,REM,GASOIL,2018-02-12,750,REM58411
1103224,1503901,4,TU,ESSENCE,2018-07-31,503,1848TU167
1103225,1504142,9,TU,ESSENCE,2018-07-31,198,3001TU205
1103226,1504436,5,TU,ESSENCE,2018-07-31,12,6393TU204
1103227,1507277,5,TU,ESSENCE,2018-07-31,107,4497TU97
1103228,1508617,9,TU,GASOIL,2018-08-08,325,1571TU48
1103229,1509171,9,TU,GASOIL,2018-07-31,376,7818TU73
1103230,1510612,4,TU,ESSENCE,2018-07-31,29,2982TU79
1103231,1510634,5,TU,ESSENCE,2018-07-31,29,9586TU176
1103232,1511610,5,TU,ESSENCE,2018-07-31,808,5907TU165
1103233,1512040,5,TU,ESSENCE,2018-07-31,30,4882TU179
1103234,1512669,5,TU,ESSENCE,2018-07-31,503,397TU186
1103235,1512828,16,-,GASOIL,2018-07-31,984,2-214380
1103236,1512838,10,-,GASOIL,2018-07-31,191,2-212870
1103237,1512929,6,-,ESSENCE,2018-07-31,30,2-209492
1103238,1512939,18,-,GASOIL,2018-07-31,1569,2-216235
1103239,1513002,5,TU,ESSENCE,2018-08-25,646,6879TU206
1103240,1212648,6,TU,GASOIL,2018-02-13,107,8835TU131
1103241,1212649,5,TU,ESSENCE,2018-02-13,808,865TU164
1103242,1212731,5,TU,ESSENCE,2018-02-13,107,9912TU170
1103243,1534448,8,TU,GASOIL,2018-07-31,29,2954TU201
1103244,1541094,6,TU,ESSENCE,2018-11-01,808,1876TU142
1103245,1541100,4,TU,ESSENCE,2018-10-07,107,3922TU207
1103246,1541108,5,TU,ESSENCE,2018-09-24,29,1644TU207
1103247,1541134,6,TU,ESSENCE,2018-10-07,107,3928TU207
1103248,1541136,24,ES,GASOIL,2018-07-31,402,ES5615
1103249,1541141,9,TU,GASOIL,2018-10-18,152,6954TU206
1103250,1541151,5,TU,ESSENCE,2018-09-25,808,1972TU207
1103251,1541154,4,TU,ESSENCE,2018-10-17,238,5566TU207
1103252,1541159,11,TU,GASOIL,2018-10-07,178,4015TU207
1103253,1541196,4,TU,ESSENCE,2018-10-03,238,3477TU207
1103254,1541233,5,TU,GASOIL,2018-09-27,12,2447TU207
1103255,1541237,5,TU,GASOIL,2018-09-24,29,1345TU207
1103256,1541256,5,TU,ESSENCE,2018-09-29,107,2880TU207
1103257,1541263,5,TU,ESSENCE,2018-10-07,808,3788TU207
1103258,1541266,6,TU,ESSENCE,2018-10-02,206,2791TU207
1103259,1541270,5,TU,ESSENCE,2018-10-03,503,3393TU207
1103260,1541274,4,TU,ESSENCE,2018-10-07,119,3938TU207
1103261,1541275,6,TU,ESSENCE,2018-10-03,96,3603TU207
1103262,1541294,5,TU,ESSENCE,2018-10-07,808,4019TU207
1103263,1543575,4,TU,ESSENCE,2018-09-27,1164,2201TU207
1103264,1543588,5,TU,ESSENCE,2018-10-17,646,5605TU207
1103265,1543596,10,ES,GASOIL,2018-09-27,1070,ES31930
1103266,1350875,0,REM,GASOIL,2018-02-13,750,REM79105
1103267,1352743,10,TU,GASOIL,2018-02-12,376,7810TU80
1103268,1357742,4,TU,ESSENCE,2018-02-12,30,1078TU90
1103269,1357799,11,TU,GASOIL,2018-02-13,347,2517TU134
1103270,1391182,5,TU,ESSENCE,2018-02-13,107,3657TU185
1103271,1392956,8,TU,GASOIL,2018-02-12,103,2245TU72
1103272,1393325,5,TU,ESSENCE,2018-02-12,96,5063TU91
1103273,1393618,5,TU,ESSENCE,2018-02-13,29,27TU174
1103274,1393690,8,TU,GASOIL,2018-02-13,376,6706TU184
1103275,1394447,8,TU,GASOIL,2018-02-12,119,2161TU114
1103276,1394843,5,TU,ESSENCE,2018-02-13,30,2545TU133
1103277,1395218,5,TU,GASOIL,2018-02-12,107,3805TU106
1103278,1395390,10,TU,ESSENCE,2018-02-13,1544,2157TU146
1103279,1492295,7,TU,ESSENCE,2018-05-30,93,8876TU204
1103280,1493629,5,TU,ESSENCE,2018-05-30,107,8635TU203
1103281,1541311,10,TU,GASOIL,2018-10-16,93,5494TU207
1103282,1541316,5,TU,GASOIL,2018-10-17,12,5540TU207
1103283,1541325,5,TU,GASOIL,2018-10-18,12,5885TU207
1103284,1541339,8,TU,GASOIL,2018-10-17,376,5728TU207
1103285,1541343,10,TU,GASOIL,2018-10-11,338,4664TU207
1103286,1541350,8,TU,GASOIL,2018-10-19,376,6185TU207
1103287,1541356,5,TU,ESSENCE,2018-10-26,808,6600TU207
1103288,1541406,5,TU,ESSENCE,2018-07-31,119,8270TU117
1103289,1541420,9,TU,ESSENCE,2018-10-07,177,3790TU207
1103290,1541454,4,TU,ESSENCE,2018-09-29,206,2956TU207
1103291,1541455,4,TU,ESSENCE,2018-10-18,808,5949TU207
1103292,1541474,8,TU,GASOIL,2018-10-26,107,5935TU176
1103293,1541502,7,TU,ESSENCE,2018-10-12,152,5238TU207
1103294,1541506,8,TU,ESSENCE,2018-10-19,198,4749TU204
1103295,1541525,11,TU,GASOIL,2018-07-31,338,8680TU75
1103296,1541577,5,TU,GASOIL,2018-10-03,29,3581TU207
1103297,1541630,5,TU,ESSENCE,2018-09-20,808,1123TU207
1103298,1541658,4,TU,ESSENCE,2018-10-03,178,3697TU207
1103299,1541671,5,TU,ESSENCE,2018-09-27,238,2346TU207
1103300,1541676,8,TU,GASOIL,2018-09-29,376,2928TU207
1103301,1541390,7,TU,ESSENCE,2018-10-26,400,6669TU207
1103302,1541394,6,TU,ESSENCE,2018-09-29,177,2987TU207
1103303,1541398,4,TU,ESSENCE,2018-10-07,178,4007TU207
1103304,1541418,11,TU,GASOIL,2018-10-17,808,7318TU181
1103305,1541443,5,TU,ESSENCE,2018-10-02,107,3312TU207
1103306,1541447,7,TU,ESSENCE,2018-10-26,152,7240TU207
1103307,1541448,4,TU,ESSENCE,2018-09-27,119,2587TU207
1103308,1541483,5,TU,GASOIL,2018-10-22,29,6369TU207
1103309,1541486,4,TU,ESSENCE,2018-10-03,105,2286TU76
1103310,1541493,6,RS,GASOIL,2018-09-19,93,RS183927
1103311,1541520,8,TU,GASOIL,2018-10-29,376,7355TU207
1103312,1541521,8,TU,GASOIL,2018-10-19,376,6165TU207
1103313,1541524,11,RS,ESSENCE,2018-10-26,198,RS185122
1103314,1541579,4,TU,ESSENCE,2018-10-29,12,7500TU207
1103315,1541588,5,TU,ESSENCE,2018-10-22,30,6401TU207
1103316,1541619,5,TU,ESSENCE,2018-10-12,107,5324TU207
1103317,1541639,7,TU,ESSENCE,2018-09-29,96,2973TU207
1103318,1541669,4,TU,ESSENCE,2018-10-07,119,3934TU207
1103319,1541681,6,TU,ESSENCE,2018-10-11,198,4763TU207
1103320,1541733,10,TU,GASOIL,2018-10-29,184,7453TU207
1103321,1541770,4,-,ESSENCE,2018-10-29,119,11-364101
1103322,1541864,5,TU,ESSENCE,2018-09-29,503,2765TU207
1103323,1541873,4,TU,ESSENCE,2018-10-02,808,3057TU207
1103324,1541882,5,TU,ESSENCE,2018-10-11,646,4852TU207
1103325,1541928,4,TU,ESSENCE,2018-10-12,107,5330TU207
